Area,Perimeter,AspectRation,Eccentricity,Extent,Solidity,roundness,ShapeFactor1,ShapeFactor2,ShapeFactor4,AreaPerPerimeter,AreaPerPerimeterSquared,PerimeterPerArea,ConvexAreaGap,AreaEllipseRatio,log_MajorAxisLength,Class
-0.7766299266276139,-0.9557044379136546,0.4148895224010175,0.5878717201383958,0.7983270663090039,0.6728526284566143,0.3670469141950745,1.6550290780861594,0.1805763165751782,0.4798278800505688,-0.8582069767598519,0.099908469066935,1.1968973160685734,-0.7629034910283818,0.1577226665181544,-0.7973856753077042,DERMASON
-0.88621637428971,-1.1826047582350212,-1.279379218455045,-1.4818173154860257,-0.5066285917409075,-0.3911273052362516,0.9753485357866885,1.0519657193838885,2.063236940620986,0.1052842954268917,-0.969753238558994,0.3613458864074568,1.442326442412397,-0.5769972815138064,0.0265291894207263,-1.59892337924419,DERMASON
0.900610898223679,1.2737475513007963,0.2922809024625483,0.4994869763447201,-0.8752263525877166,-0.5021536356744082,-1.304104675153136,-1.2394473578731102,-0.9566311070152876,-0.4236728883500962,0.7863274470803878,-0.618323309373105,-1.0834747222688423,0.9030327359808724,-0.158751603053902,1.1448917010591797,BARBUNYA
-0.1919874191375611,0.1320941321919988,2.5482558200497403,1.5385669295436122,-2.553861726400485,-0.322070385317898,-1.760625478986864,1.01670358350004,-1.258023597984233,0.2012174316655617,-0.3590900516381098,-0.8145279810033159,0.2848163850909776,-0.0589867753906687,0.0601322258327761,0.672413473370815,HOROZ
3.140345588085042,2.915134812363928,0.0194700786600183,0.2806766053749852,-1.099075949250475,-0.0444914516257429,-0.3931693631000285,-2.4999660749697648,-1.3653223170875373,-0.1011941238127291,2.672691697261202,-0.2268192151963961,-2.3072698956205837,2.16105825085135,-0.0457951618102266,2.2876936731028272,BOMBAY
-0.4579072188665097,-0.4575387685677224,-0.271273291534075,0.0070719510021283,-0.7925288891959801,0.3436108683604453,-0.0555908907601629,0.3762159191476704,0.2544236912408589,0.6497203437451703,-0.4594859137636825,-0.0817338811685611,0.4473975063389846,-0.4867515487397406,0.2172318503882718,-0.4631432513655552,SIRA
-0.6446907015318024,-0.8093559172439481,-0.5460068892565199,-0.3000936552387662,1.1763075700688042,0.5856662838134858,0.8006156571007716,0.7076052208939133,0.7341402220509867,0.5367767750965136,-0.6178801356128301,0.2862487456032035,0.7237472972257647,-0.6690479289433534,0.1776704746362513,-0.8584760313925482,DERMASON
-0.4590299611120388,-0.576829183685158,-0.7407720852427488,-0.5540114136708914,-0.448352897186972,0.2367287029936084,0.9550793113717632,0.141231125065145,0.6477762981961864,0.5206653089925662,-0.3421936068124542,0.3526345276103731,0.2583407250183617,-0.6546086116995029,0.1720270212543403,-0.6242722047788616,DERMASON
-0.3019140917225449,-0.3715411331305151,-1.1346300023318454,-1.1917585041537255,0.0568577467646117,0.4361978788045081,0.8863557679887946,-0.3782317598697169,0.8412243208324959,0.7429158127603255,-0.1450364024750026,0.3230983484275486,-0.0332702730225155,-0.4271893651088571,0.2498759487837057,-0.5466607552300873,SEKER
-0.4692367087986668,-0.6575663128269028,-1.6637016424451423,-2.4763468872930776,0.6043125997640093,0.9069421270423218,1.5848979681698685,-0.342095076169811,1.7416169449937648,0.7808977229792637,-0.2841543497555763,0.6233195910421394,0.1692495242749034,-0.6798774168762414,0.2631800849990539,-1.000193630767526,SEKER
5.21449280797701,4.191807893056266,0.4100800646901407,0.5845099769840982,1.3918954369544163,1.169667992344335,-0.1959879572525758,-2.9507483456797456,-1.715237329861502,0.2059858957545773,3.997031237834467,-0.1420740893204369,-2.8198797791182906,1.5004594869451882,0.0618025024305826,3.1187655864349213,BOMBAY
-1.010262381174529,-1.3740073531479815,-0.5865303560356829,-0.3501945297856501,-0.574885694827515,-0.06372478268953,0.8663360089665838,2.036273155297905,1.5383477595553925,0.6622732304921854,-1.1889336262710946,0.3144942055011285,1.9820786237778447,-0.7394396005071248,0.221628820267258,-1.6437810557868755,DERMASON
-0.4674335167073625,-0.5430041757257147,-0.4187302487942819,-0.1511191204513782,0.1155058041728904,-0.2212890325174977,0.5584560148551938,0.3243830762616096,0.3809238688997715,0.6092792978180661,-0.399506380264146,0.1821727589452373,0.3491648682744681,-0.3044551685361276,0.2030663389486236,-0.5263206585188881,DERMASON
-0.6796658236046478,-0.8676301617798644,-0.4057131920310262,-0.1365593536550587,0.9139362539989988,0.3299807780809163,0.8887729338040353,0.8850784441627224,0.6645571438541028,0.6072196627836823,-0.6593519879105989,0.3241372040964952,0.8004809652185931,-0.6167054039343953,0.2023448990607113,-0.8737095926379097,DERMASON
-0.5353764338080164,-0.7283764341536323,-1.025647978435387,-0.9954416474796084,-0.2433612130058807,1.183701566968427,1.445076807649858,0.1602965521203667,1.0481332153576923,0.733112369816272,-0.3918396405604304,0.5632268972231399,0.3368463878595514,-0.7971968694825269,0.2464420419697483,-0.8490305668625567,SEKER
-0.0719220438505269,0.0079328779120995,0.1094545462193407,0.3564991084311677,0.912745447398782,-0.3422712875002129,0.0677417590056478,-0.1705445336834349,-0.3822545707527447,-0.9843762027004116,0.0276970916993931,-0.0287276614182815,-0.2650740241808832,0.0420884453162849,-0.3551522903159291,0.1862350248456162,SIRA
-0.4578731963742209,-0.5008535968271105,-0.4116483749540321,-0.1431830249738862,1.004761863929924,0.2681297722602916,0.3045968948499636,0.3043010693749408,0.3665419262854293,0.7482236716836947,-0.4166451154172382,0.0730685409935354,0.3768950453267874,-0.4614827435630021,0.251735162228257,-0.5106698395934095,DERMASON
0.0452173970996738,0.3849643413161699,2.4856523012616853,1.5208332531324094,-2.8007635665077784,0.5762552348226774,-1.5012628323376125,0.5387973145295949,-1.3478563031806965,0.4304519213082453,-0.0646606572581886,-0.7030584433795841,-0.1436880345713675,-0.2900158512922771,0.1404274731725348,0.935808207905374,HOROZ
0.3710848282414176,0.6627019663790547,1.2360218733802375,1.0599756300414993,1.296140832058412,0.1935036416002704,-0.9514120614734092,-0.3804261708003619,-1.1075156327452276,0.4875475699502146,0.3518890256660562,-0.4667421812573396,-0.650023454011758,0.0944309703252431,0.1604266854938436,0.9593717388169954,HOROZ
0.1869210774823595,0.5733066236236396,-0.0784042172707993,0.1937074597108282,-1.3322302540585282,-3.592891074396512,-1.6243004684708156,-0.6163705050095353,-0.4594471739190907,-1.7656490601879349,0.0630133901556543,-0.7559378714208652,-0.3100182178767496,1.8849063085627085,-0.6288131056216377,0.417792481223598,BARBUNYA
0.7478839303394352,1.2163239216039825,0.1660891831939727,0.4023179767416707,-0.1124942045163801,-0.7022442615110129,-1.7835886520264477,-1.1601232591998123,-0.8277264048980215,0.6744786091082876,0.5670584585587358,-0.8243971518888122,-0.8750959775066071,0.9066425652918352,0.2259040665287736,0.9781945280470336,BARBUNYA
1.5235627320308756,1.6965506467174205,0.5614427761098216,0.6864503211121851,-1.0405710658762442,-0.8894409205513973,-0.5545603485570968,-1.5905295499563683,-1.2661413691365588,-2.282276446007867,1.450119050164008,-0.2961822432112468,-1.611383302269553,1.733293477502278,-0.809775070776031,1.6637371727725327,CALI
-0.7196762745362295,-0.8896320986795864,-0.2502688632089256,0.0284572505239947,0.6052235206902192,0.3604946269492803,0.5441221252840304,1.0925114238283893,0.5971894573242971,0.725133781465717,-0.754678364958986,0.1760123034459989,0.9843807971601688,-0.649193867733059,0.2436473371849988,-0.8968796948767196,DERMASON
-0.9222802161157956,-1.209567823023147,-0.2311170834111779,0.0477204743051939,-0.9512081792709168,0.4739662985817828,0.6467731551716778,1.856918691576828,0.9571433346205592,0.6504324399193785,-1.0600074812540798,0.2201299240286184,1.6547138887205612,-0.7953919548270455,0.2174812802996381,-1.3105496866680817,DERMASON
-0.2005610871943287,-0.0628012108033141,0.8044470211785936,0.83487829006303,-1.1364637134680773,0.3844153855881837,-0.5397447446682871,0.3328046654896391,-0.62604729467427,0.5245199687998353,-0.2030531508575358,-0.2898147553079657,0.0493652307302675,-0.3477731202676792,0.1733772145132676,0.2204057919348749,SIRA
-0.2258397989648774,-0.2088836173334125,0.1579415091414045,0.3958135496660648,1.0584325466137388,0.8260940501348989,0.3177550890110227,0.1012862495627011,-0.2674780760680326,0.4240920882265213,-0.1215865941711181,0.0787237031305878,-0.0659623409873672,-0.5354842444377361,0.1381997788533838,-0.000870114931843,SIRA
-0.3833979607541252,-0.5582106979890212,-1.73009561117557,-2.6943632133928084,0.6809374457544508,1.123366848376635,1.6596319153958603,-0.5493816962246587,1.7019407774597906,1.031209281042088,-0.1590602103776663,0.655438936868154,-0.0135266498591238,-0.7159757099858677,0.3508581150284078,-0.9040029593777528,SEKER
-0.077161507662996,-0.0319414746852157,0.1278943993340385,0.3715741947832517,-0.8363468221162167,0.2394745610556856,0.3168703600681515,-0.1700382233022729,-0.3677034930819046,0.3018143040070882,0.0551071908255606,0.0783434620763794,-0.3000252805981995,-0.2124045211065805,0.0953688551849371,0.1742633635102159,SIRA
0.5260913031090084,0.7357645538160367,-1.0742721465434333,-1.0808943239773172,0.3442091813317467,-0.3625372073975174,-0.4177617390640416,-1.4231641192445998,0.0555420788810432,0.7216558998428186,0.5887406046613812,-0.2373885890564812,-0.8965957798483698,0.516780999707871,0.2424291201289169,0.3703012648998238,BARBUNYA
-0.3551592921544543,-0.2754881848466963,0.037790219058878,0.2964246550146289,-1.375659352120641,-0.0251937209205267,-0.0866610750601261,0.3048389883193604,-0.0792978001105894,0.2882506192318732,-0.3740229019546846,-0.2392290691400191,0.3084227524892123,-0.2918207659477584,0.0906178274248475,-0.2110069877898626,SIRA
-0.6914376059365587,-0.8843335760784654,-0.4715328319075905,-0.2114363998263151,0.3425223678090089,0.4086522195100721,0.8888270487844261,0.8789980308124683,0.7500329929581223,0.9293742548606284,-0.6766776168270557,0.3241604617703369,0.83311147548829,-0.6455840384220963,0.3151877906027912,-0.9202260402447376,DERMASON
